Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2020-01-02,153.6306915283203,153.7359055138177,151.44034622363324,151.87076176619155,22622100
2020-01-03,151.7176971435547,152.98982437351236,151.18206769826887,151.43076322272856,21116200
2020-01-06,152.10984802246094,152.17680899541645,149.69950110777626,150.2447047053625,20813700
2020-01-07,150.72296142578125,152.72201228093763,150.47428049184674,152.38725116927287,21634100
2020-01-08,153.12376403808594,153.80287518185904,151.07688560046918,152.01423732746466,27746500
2020-01-09,155.03671264648438,155.16106041694903,154.0228404729352,154.79759130008847,21385000
2020-01-10,154.3193359375,156.1175329851018,154.1662947856174,155.73494470020282,20725900
2020-01-13,156.17494201660156,156.2036354123162,154.24283733456213,154.72108005621874,21626500
2020-01-14,155.0749969482422,156.48103178417043,154.68283439513343,156.2801634098334,23477400
2020-01-15,156.0792999267578,156.80623826160584,155.49585777140354,155.5436703714871,21417900
2020-01-16,158.93917846679688,159.00613945085294,156.89230027784512,157.19838261385726,23865400
2020-01-17,159.8287353515625,160.18263032167818,158.23139169850742,160.13480312697885,34371700
2020-01-21,159.2548370361328,160.87129987935694,159.187876045083,159.42699742201413,29517200
2020-01-22,158.48963928222656,160.20175644469933,158.47050548630122,160.1156616604403,24138800
2020-01-23,159.4652557373047,159.54177632484775,158.07835475075984,158.95831961529043,19680800
2020-01-24,157.85833740234375,160.23999120302048,157.29401454266323,160.22085740927298,24918100
2020-01-27,155.21847534179688,156.2706152945866,153.22898362776536,154.137641989823,32078100
2020-01-28,158.26011657714844,158.5470505863381,155.97411653679322,156.65321315162507,24899900
2020-01-29,160.72779846191406,161.40690951031036,158.48006655302615,160.5365043029377,34754500
2020-01-30,165.26158142089844,166.4763222240066,163.35816981561965,166.4763222240066,51597500
2020-01-31,162.82247924804688,164.89805047931748,162.20076967642075,164.71633054231768,36142700
2020-02-03,166.79193115234375,166.90670473167702,162.9851086966194,163.0138020914527,30107000
2020-02-04,172.2821502685547,172.77952677664373,168.63794313049974,169.4318277854927,36433300
2020-02-05,172.0717315673828,176.18462203966791,170.646577546561,176.02202125986724,39186300
2020-02-06,175.63943481445312,175.82116939232483,172.22477461712103,173.09517991386963,27751400
2020-02-07,175.8881378173828,177.55242802892474,174.53948960776154,174.89339920708525,33529100
2020-02-10,180.48883056640625,180.62273796718162,175.27598694326343,175.59162894397937,35844300
2020-02-11,176.41415405273438,182.4017468779354,175.5150555203492,182.3539196931645,53159900
2020-02-12,176.6724395751953,177.7628324394835,173.9368905163937,177.5045772731281,47062900
2020-02-13,175.7159423828125,178.1262751254451,174.91248354045908,175.11335189974974,35295800
2020-02-14,177.2845458984375,177.341932677936,174.70202406255237,175.27592104715052,23149500
2020-02-18,179.082763671875,179.53231299331577,177.4280479580581,177.53326193956144,27792200
2020-02-19,179.619873046875,180.48305539674246,178.84300600505946,180.3679683193399,29997500
2020-02-20,176.87684631347656,179.59109533152372,173.69264865514552,179.3033630128696,36862400
2020-02-21,171.2853546142578,175.99453057969387,170.0001664591321,175.67802639796685,48572600
2020-02-24,163.9002685546875,167.41057100230518,156.55357382805818,160.90788726015447,68311100
2020-02-25,161.19561767578125,167.68870099321046,160.79278361279964,167.07487882131343,68073300
2020-02-26,163.20968627929688,166.17329524878525,161.32986260922894,162.7685094450589,56206100
2020-02-27,151.7100830078125,160.19810439327293,151.51826637471072,156.63985975002132,93174900
2020-02-28,155.38348388671875,157.01396242714807,145.78291680507826,146.1761505535195,97012700
2020-03-02,165.72251892089844,165.84720633040615,155.67117707396633,158.5484707604092,71030800
2020-03-03,157.7812042236328,167.84214735347513,155.62323375765956,166.69123269855749,71677000
2020-03-04,163.57415771484375,163.71801655296028,158.84579722821212,161.5984182864525,49814400
2020-03-05,159.46922302246094,163.8810648885195,158.91294444560873,159.25822029901101,47817300
2020-03-06,154.9614715576172,156.438476044775,149.61928864977335,155.95892704269238,72821100
2020-03-09,144.45933532714844,151.29770871475242,143.86469925333037,144.82379724835255,70419300
2020-03-10,154.3380126953125,154.44351403629008,146.3391407382991,151.69090809624447,65354400
2020-03-11,147.34622192382812,151.24974294863355,144.96764848406434,150.70306473019772,56371600
2020-03-12,133.37216186523438,147.1927671769213,132.91179893562202,139.35693848888963,93226400
2020-03-13,152.33352661132812,155.28755000416908,134.97384815229282,141.46694526309378,92727400
2020-03-16,129.88104248046875,143.24128451832524,129.47822309810212,134.27371284247627,87905900
2020-03-17,140.57498168945312,141.4669356830153,129.4782123200479,134.27370166523488,81059800
2020-03-18,134.6573486328125,140.02830309868634,129.49741152500056,132.35551936725145,81593200
2020-03-19,136.8728790283203,144.0085556992658,133.31461908681857,136.93042256551502,85922700
2020-03-20,131.7321014404297,141.0833058959737,130.30304031156192,140.02829235994076,84866200
2020-03-23,130.41815185546875,134.82042313244085,127.09968071864685,131.4060216997835,78975200
2020-03-24,142.27261352539062,143.4810865390656,135.49179733566064,137.87035660759895,82516700
2020-03-25,140.91067504882812,148.01759467280905,138.53211612940933,142.8192853189574,75638200
2020-03-26,149.72476196289062,150.25226869328162,142.3013395330363,142.3301112969966,64568100
2020-03-27,143.5769500732422,148.5546704246155,143.09740113202582,145.54310365916368,57042300
2020-03-30,153.67628479003906,154.03116103936838,143.8743010165515,146.20491701450786,63420300
2020-03-31,151.2593536376953,158.0401689602179,150.15638214508934,152.88021698191196,77927200
2020-04-01,145.8883819580078,151.29769352133948,144.65115210792916,146.7419785024719,57969900
2020-04-02,148.9095458984375,149.12054862309984,144.2099716884276,145.64861864675802,49630700
2020-04-03,147.53802490234375,150.942825217102,145.96510500434155,148.7560832768227,41243300
2020-04-06,158.51010131835938,159.68978754304143,151.1346367173165,153.76257002104106,67111700
2020-04-07,156.80296325683594,163.04668700238489,156.58236014333622,162.65345324493913,62769000
2020-04-08,158.3758544921875,159.8528589455974,156.8125200980229,158.8937609633465,48318200
2020-04-09,158.3854522705078,160.52423683616715,156.64948713192277,159.5555530687748,51385100
2020-04-13,158.7403106689453,158.79786884423166,155.66161416882116,157.62776806954454,41905300
2020-04-14,166.5953369140625,166.64329474596047,161.12848067523086,162.08757877448818,52874300
2020-04-15,164.84974670410156,166.47062444718213,162.31772891076224,164.19755254197594,40940800
2020-04-16,169.79873657226562,170.02892540560904,165.82807066382244,167.17081690631034,50479600
2020-04-17,171.29489135742188,172.63762256797037,168.67654354484338,172.1580736163927,52765600
2020-04-20,167.89971923828125,171.438793741543,167.83258997803654,169.40551035341105,36669600
2020-04-21,160.95582580566406,166.56654006066609,159.3157618636337,166.40349516450433,56203700
2020-04-22,166.4226531982422,166.883016041338,163.8330920831556,164.37977021533112,34620200
2020-04-23,164.4085693359375,167.89968529923357,163.9194346484231,166.9885451708801,32790800
2020-04-24,167.41055297851562,167.4201386896981,163.72762029949916,165.02239377346234,34277600
2020-04-27,166.93101501464844,169.6644356187905,166.21169149229402,169.3671175710986,33194400
2020-04-28,162.8644256591797,168.4847404079508,162.46160626369866,168.40801081338196,34392700
2020-04-29,170.17276000976562,170.4125345222979,164.84977753928888,166.13496541413994,51286600
