epoch,train_loss,test_loss,data,pred,avg_grad_norm
46,0.8759651925563813,0.0008727671404827446,0.6907169,0.69091713,0.010234159181127325
47,0.8725308389663696,0.0007320900132606131,0.6907169,0.69142526,0.009301103110624744
48,0.8691115095615387,0.0006129590338022109,0.6907169,0.6918723,0.008616246392950416
49,0.8657021894454956,0.0005164800220102604,0.6907169,0.6924584,0.007848010735652809
50,0.8622985103130341,0.0004411784812830211,0.6907169,0.6928467,0.0070902631067936974
51,0.8589008224010467,0.00037629641421575336,0.6907169,0.6933359,0.0065686195154474785
52,0.8555004613399506,0.00032278855348796777,0.6907169,0.6940572,0.00598880356929398
53,0.8520989940166473,0.00027907256056399393,0.6907169,0.69471735,0.005591001404682174
54,0.8486914367675781,0.0002427354322410085,0.6907169,0.69525486,0.00513084894540121
55,0.845279706954956,0.0002134201566814371,0.6907169,0.6956625,0.004773786473287535
56,0.8418606760501861,0.0001876386372642296,0.6907169,0.69541544,0.004384308061329648
57,0.838435341835022,0.00016505810945379799,0.6907169,0.69551414,0.00411037741335375
58,0.8350000283718109,0.0001467889835891713,0.6907169,0.69531804,0.0038056726262439044
59,0.8315564820766449,0.0001313147350585842,0.6907169,0.6952776,0.003591485794716781
60,0.8281024875640869,0.00011697679130722665,0.6907169,0.69542485,0.003305915749914545
61,0.824639844417572,0.00010510015641875003,0.6907169,0.6955058,0.0031572219660738485
62,0.8211668040752411,9.414611203182075e-05,0.6907169,0.6956344,0.0029899785949715546
63,0.817685099363327,8.427246130951162e-05,0.6907169,0.69583917,0.0028581474050380557
64,0.8141959512233734,7.539686541551621e-05,0.6907169,0.69602484,0.002685949251088979
65,0.8106974065303802,6.83452871314893e-05,0.6907169,0.6962064,0.0025569603490709727
66,0.8071903426647187,6.18825303847968e-05,0.6907169,0.6963149,0.002476624953643685
67,0.8036757869720459,5.623364372045866e-05,0.6907169,0.6964641,0.002387084789241531
68,0.8001539545059204,5.0890466867251295e-05,0.6907169,0.6965692,0.0022980542720428534
69,0.7966247715950012,4.647978294953992e-05,0.6907169,0.69670516,0.002227836541582032
70,0.7930915157794952,4.259739695939176e-05,0.6907169,0.69673973,0.0021545340053770426
71,0.7895529601573944,3.959868762837095e-05,0.6907169,0.6967562,0.0021050090831039206
72,0.7860111389160156,3.6764120551875776e-05,0.6907169,0.69693834,0.0020710697843460365
73,0.7824654824733734,3.4823356390771795e-05,0.6907169,0.6965305,0.002038308359907075
74,0.7789188158512116,3.2807043536440545e-05,0.6907169,0.6964745,0.0020051347564107604
75,0.77537206864357,3.181704183618191e-05,0.6907169,0.6962696,0.0019650357034988702
76,0.7718250370025634,3.07190970892811e-05,0.6907169,0.6961139,0.001955536302752859
77,0.7682800123691559,3.0469461076819922e-05,0.6907169,0.69598985,0.0019474865066669215
78,0.7647365159988403,2.992512644783664e-05,0.6907169,0.6958868,0.0019239424196338015
79,0.7611964979171753,2.994100602321966e-05,0.6907169,0.69568825,0.0019133911678966668
80,0.7576605563163757,3.0166710097373218e-05,0.6907169,0.69533163,0.0019172748598586104
81,0.7541309132575988,3.073855275452222e-05,0.6907169,0.69530296,0.0019189563758638022
82,0.750609388589859,3.158791214301591e-05,0.6907169,0.6949056,0.0019193893928479936
83,0.7470964653491974,3.263795784617301e-05,0.6907169,0.6945462,0.0019239024852036632
84,0.7435949265956878,3.4128020666280965e-05,0.6907169,0.69440407,0.001932288576216836
85,0.7401061019897461,3.547205748570074e-05,0.6907169,0.69400775,0.0019428019210130775
86,0.7366304259300231,3.7324154849528217e-05,0.6907169,0.6937664,0.0019483637345089977
87,0.7331686506271362,4.001936501900052e-05,0.6907169,0.6935518,0.0019733458653957182
88,0.7297216985225677,4.109599487694343e-05,0.6907169,0.693126,0.0019796961022407883
89,0.7262908082008361,4.525228902662454e-05,0.6907169,0.6926659,0.0020036843759922442
90,0.7228775651454925,4.758962027803396e-05,0.6907169,0.6927256,0.0020319794441373755
91,0.7194837243556976,5.133238566544143e-05,0.6907169,0.69233537,0.0020207165483817724
92,0.7161103963851929,5.4873655360083036e-05,0.6907169,0.69197124,0.002072723780259756
93,0.7127579865455628,6.0535304747024804e-05,0.6907169,0.69147575,0.002060388120947339
94,0.7094274876117707,6.53212820965102e-05,0.6907169,0.69131166,0.002097727182121681
95,0.706119524717331,6.85971910628261e-05,0.6907169,0.69105244,0.002125384815087143
96,0.7028348734378814,7.528868838331647e-05,0.6907169,0.69124,0.0021378969733736345
97,0.6995757834911347,8.177632445863093e-05,0.6907169,0.690951,0.0021768180356427497
98,0.6963433291912079,8.663140131772259e-05,0.6907169,0.69178146,0.0021877987456308413
99,0.6931371810436249,9.539982443490613e-05,0.6907169,0.69150376,0.0022006025920522265
100,0.6899583451747894,0.00010517569390931241,0.6907169,0.6915036,0.002257382630121096
101,0.6868067770004272,0.00011848052744180821,0.6907169,0.6910697,0.002266338947046149
102,0.6836815440654754,0.00012890757514267333,0.6907169,0.69128036,0.0023141232446401514
103,0.6805838069915772,0.00013985616695006483,0.6907169,0.6911668,0.0023133129453220005
104,0.6775127072334289,0.00015609645012614598,0.6907169,0.69221485,0.0023397158976378187
105,0.6744685702323914,0.00017037381829660653,0.6907169,0.68993163,0.0023725661612947336
106,0.6714518404006958,0.00018765871798331362,0.6907169,0.69146705,0.0023900761590671857
107,0.668461553812027,0.00020310684270779823,0.6907169,0.6912067,0.002419492304325104
108,0.6654974625110627,0.00022784350319795074,0.6907169,0.6910687,0.0024569021639680223
109,0.6625588555335998,0.0002482334119064497,0.6907169,0.6904201,0.0024574334160424767
110,0.6596459052562713,0.000267969012918276,0.6907169,0.69099855,0.0024970705143974297
111,0.6567589128017426,0.0002964392352002924,0.6907169,0.69071466,0.002525903129085366
112,0.6538986847400665,0.0003179413151450544,0.6907169,0.6930897,0.002543607569865084
113,0.6510633792877197,0.0003414083889404696,0.6907169,0.69148314,0.0025550981388161227
114,0.6482521767616272,0.00037566702956119403,0.6907169,0.68978673,0.0026109637361285943
115,0.6454662511348724,0.00039612976598575535,0.6907169,0.69072336,0.0026384938889449194
116,0.6427040784358978,0.00044174443644892777,0.6907169,0.6905579,0.002637575482450692
117,0.639965696811676,0.00046284004583001313,0.6907169,0.6909728,0.00266920366469172
118,0.6372497808933258,0.0005220183356580073,0.6907169,0.69158965,0.002695449629815162
119,0.6345560667514801,0.0005473487563283434,0.6907169,0.6900435,0.0027227365538877034
120,0.6318841483592987,0.0005859810840948263,0.6907169,0.6921223,0.0027441237947704003
121,0.6292323820590973,0.0006062694779497438,0.6907169,0.69321346,0.002765783028128291
122,0.6266015026569366,0.0006588799488593987,0.6907169,0.69163835,0.0027773787966829592
123,0.6239910562038422,0.0006958043601434116,0.6907169,0.69147074,0.0028344096347656367
124,0.6214008483886718,0.0007249179953572503,0.6907169,0.69323844,0.0028922396354942714
125,0.6188295388221741,0.0007546045454791821,0.6907169,0.69134116,0.002901350130742815
126,0.6162757837772369,0.0008014027691734512,0.6907169,0.69058853,0.0029268118323359108
127,0.6137387614250183,0.0008458555385004729,0.6907169,0.6899288,0.002895176906304966
128,0.6112189981937408,0.0009088075959071931,0.6907169,0.6896127,0.002994418969128414
129,0.6087155492305756,0.0009014649854396426,0.6907169,0.6932482,0.0029897798374960466
130,0.6062276277542115,0.0009770259660269534,0.6907169,0.6917998,0.0030199776993499006
131,0.6037547371387482,0.0009913474096388127,0.6907169,0.6907619,0.0030545427181059496
132,0.6012967705726624,0.0010306942406006986,0.6907169,0.69341016,0.003050157688192225
133,0.5988539531230926,0.0010689093785855683,0.6907169,0.69445276,0.003137501364041652
134,0.5964239561557769,0.001085911640926959,0.6907169,0.6949084,0.0031614608698790625
135,0.5940072379112243,0.001161379807551081,0.6907169,0.694089,0.003204941231840556
136,0.5916035213470459,0.0012279536130668093,0.6907169,0.6907821,0.003247156442143023
137,0.5892125036716461,0.0012269577862406593,0.6907169,0.69588023,0.003270025828753465
138,0.5868334832191467,0.0012468916524778165,0.6907169,0.69451135,0.003262063502566889
139,0.5844675877094269,0.001269136221491776,0.6907169,0.6977246,0.0033227980350909224
140,0.5821125643253326,0.0013424984825265017,0.6907169,0.6951214,0.003318513222637453
141,0.5797679316997528,0.0013575820822364813,0.6907169,0.6973272,0.0033471242660723095
142,0.5774333882331848,0.0014199670274845427,0.6907169,0.69963974,0.0033800167953262905
143,0.5751095559597016,0.0014480599350044651,0.6907169,0.6979824,0.003387230309774168
144,0.5727951757907868,0.001493532760327475,0.6907169,0.70042014,0.0034321681196535273
145,0.5704914956092835,0.0014616960097411057,0.6907169,0.69978464,0.0034752075352672755
146,0.5681959421634674,0.0015855147073688429,0.6907169,0.69936,0.003461113919686925
147,0.5659101781845093,0.0016326438076609362,0.6907169,0.7015773,0.003493847112171352
148,0.5636327466964721,0.0017179289203514123,0.6907169,0.7006809,0.0035682168598619424
149,0.5613636696338653,0.0016651433751186623,0.6907169,0.6998615,0.003562701938723746
150,0.5591039271354675,0.0016973545855199475,0.6907169,0.70278275,0.0036128426577530003
151,0.556850968837738,0.0017368649358912888,0.6907169,0.6978121,0.003612289865151979
152,0.5546067366600037,0.0018415574417708234,0.6907169,0.6996401,0.0036429620584905414
153,0.5523702213764191,0.0018273949436473822,0.6907169,0.7014989,0.0036875260670203715
154,0.5501421349048614,0.0018859515317700922,0.6907169,0.69954276,0.003678669717961124
155,0.5479216544628144,0.0018914155985435678,0.6907169,0.6967344,0.0037851513382546336
156,0.5457078015804291,0.0018856532553890868,0.6907169,0.69633436,0.0037255706693311887
157,0.5435027723312378,0.0019174362142433574,0.6907169,0.6986396,0.0037612311081861014
158,0.5413048393726348,0.001990326737526745,0.6907169,0.69480777,0.003789152238634415
159,0.5391144833564758,0.002060111169980484,0.6907169,0.6956405,0.003807095621562829
160,0.5369315145015716,0.0021271879446604068,0.6907169,0.6965615,0.003925834581538635
161,0.5347551732063294,0.0020713392628489862,0.6907169,0.69938207,0.0038663509938300453
162,0.5325871317386627,0.0021692843777903668,0.6907169,0.6970954,0.003917717412629697
163,0.5304258699417115,0.0022023292965189156,0.6907169,0.69532984,0.003973456200178979
164,0.528272872209549,0.0022286152114189923,0.6907169,0.69374704,0.00397328723325128
165,0.5261267640590668,0.0021862509080194056,0.6907169,0.69578743,0.003990029145880336
166,0.5239889488220215,0.0022457274123250195,0.6907169,0.6939929,0.0040229290005684435
167,0.5218575210571289,0.0022697963129122934,0.6907169,0.69647175,0.0040129126663086935
168,0.5197343299388886,0.0022823088298854787,0.6907169,0.69541645,0.00406610503470126
169,0.5176183285713196,0.0023684589426025806,0.6907169,0.6924319,0.0041264237579058055
170,0.5155081346035003,0.0023737357082104105,0.6907169,0.69215906,0.004165680617642855
171,0.5134058647155761,0.002497859105619321,0.6907169,0.6935261,0.0041863036053920435
172,0.5113101098537445,0.0024415890428437187,0.6907169,0.6910636,0.004179904035741596
173,0.5092219257354736,0.002429983462668985,0.6907169,0.6883212,0.004256413186251718
174,0.5071399612426758,0.0024466111323803606,0.6907169,0.68764997,0.004272304579732008
175,0.5050663666725159,0.0025276691760934356,0.6907169,0.6894767,0.004348089537383722
176,0.502998114824295,0.0025817358456108543,0.6907169,0.68951535,0.0043794686527024685
177,0.500936254620552,0.0026387140937408227,0.6907169,0.68342066,0.00435414689677834
178,0.498882469534874,0.0026196607662039616,0.6907169,0.68737143,0.0044222053231704715
179,0.4968335838317871,0.0026388535010887105,0.6907169,0.68709546,0.0044243074577368265
180,0.49479291307926176,0.0026951877442779877,0.6907169,0.6867712,0.004492930537754936
181,0.49275923001766203,0.002728164116094362,0.6907169,0.68176,0.00453716630771357
182,0.49073150527477266,0.00272653017716024,0.6907169,0.6846249,0.004602455422165803
183,0.4887103636264801,0.0026927081103961443,0.6907169,0.68400663,0.004502895873505622
184,0.4866960582733154,0.0027759110001618014,0.6907169,0.68314123,0.0044942967868576355
185,0.48468866050243375,0.0027871649663355792,0.6907169,0.68476707,0.0046837497605177175
186,0.48268715035915377,0.002850426775347885,0.6907169,0.68124896,0.004603313620601381
187,0.4806924159526825,0.002916339099303716,0.6907169,0.6794165,0.004632836533244699
188,0.47870513319969177,0.002928052072612835,0.6907169,0.68235767,0.004744690293911845
189,0.476723703622818,0.0029412427086046794,0.6907169,0.6769828,0.004729031172664171
190,0.4747494206428528,0.0030086465749985703,0.6907169,0.68348503,0.004692259005204375
191,0.4727818503379822,0.002996202959265146,0.6907169,0.67228186,0.004779006722167001
192,0.4708213214874268,0.003016567635183622,0.6907169,0.6799169,0.004935757420441535
193,0.4688661798238754,0.0030784809625604087,0.6907169,0.6780762,0.004875113551421756
194,0.46691957652568816,0.003190795328312864,0.6907169,0.67047197,0.004971074378566949
195,0.46497893416881564,0.0031585077688630137,0.6907169,0.6753119,0.004938734224515169
196,0.46304541277885436,0.0030819017745901847,0.6907169,0.6775147,0.0050207936140775145
197,0.46111803793907163,0.0031540035639726926,0.6907169,0.6794644,0.005031446721720775
198,0.4591975165605545,0.0031753791665237044,0.6907169,0.67468095,0.005152521404404459
199,0.45728271210193633,0.00321941637519067,0.6907169,0.67332304,0.005051967281931346
200,0.45537468099594114,0.0033071068949842206,0.6907169,0.67373466,0.005140321433743728
